sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
90990.12201.oral.throat.T.1.microbiome2.C	12201.oral.throat.T.1.microbiome2.C	oral.throat.T.1.microbiome2.C	NA	NA	NA	oral_throat_T_1_microbiome2_C	341	5.25256043	62.37054045	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	2.327	TRUE	28.889	0.6094	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H11	H	11	USA:CA:San Diego	not collected	not collected	UBERON:mouth	not collected	UBERON:mouth	UBERON:mouth	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat A	human.T	oral.throat.T.1	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	10	95089
90990.12201.oral.throat.B.1.1.microbiome2.C	12201.oral.throat.B.1.1.microbiome2.C	oral.throat.B.1.1.microbiome2.C	123	4.579287314	13.81906255	oral_throat_B_1_1_microbiome2_C	374	4.75933964	65.82894104	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	2.045	TRUE	25.7	0.3448	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F10	F	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat B	human.B	oral.throat.B.1	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	14284	79636
90990.12201.oral.throat.B.2.1.microbiome2.C	12201.oral.throat.B.2.1.microbiome2.C	oral.throat.B.2.1.microbiome2.C	52	2.089921878	8.323077969	oral_throat_B_2_1_microbiome2_C	383	4.288394688	62.95356252	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	3.758	TRUE	14.55	0.9	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G10	G	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat B	human.B	oral.throat.B.2	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	19685	61161
90990.12201.oral.throat.B.3.2.microbiome20.C	12201.oral.throat.B.3.2.microbiome20.C	oral.throat.B.3.2.microbiome20.C	136	3.654742752	15.88145915	oral_throat_B_3_2_microbiome20_C	66	2.31670756	21.74827298	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/14/20	NA	not collected	0.108	TRUE	4.87	0.1534	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G10	G	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat B	human.B	oral.throat.B.3	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	9966	6416408
90990.12201.oral.throat.B.3.1.microbiome20.C	12201.oral.throat.B.3.1.microbiome20.C	oral.throat.B.3.1.microbiome20.C	120	3.928284303	14.36410996	oral_throat_B_3_1_microbiome20_C	NA	NA	NA	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/14/20	NA	not collected	1.876	TRUE	16.819	0.4568	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F10	F	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat B	human.B	oral.throat.B.3	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	15406	29614
90990.12201.oral.throat.B.2.2.qiagen.C	12201.oral.throat.B.2.2.qiagen.C	oral.throat.B.2.2.qiagen.C	85	3.255752424	11.40903911	oral_throat_B_2_2_qiagen_C	398	4.049838727	72.46197569	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	11.642	TRUE	22.766	0.2346	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	G10	G	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat B	human.B	oral.throat.B.2	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	19875	66533
90990.12201.oral.throat.B.1.2.qiagen.C	12201.oral.throat.B.1.2.qiagen.C	oral.throat.B.1.2.qiagen.C	89	3.749719361	11.18338131	oral_throat_B_1_2_qiagen_C	471	5.029841168	82.56001529	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.965	TRUE	3.191	0.1134	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	F10	F	10	USA:CA:San Diego	35	years	UBERON:mouth	21.8	UBERON:mouth	UBERON:mouth	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat B	human.B	oral.throat.B.2	human oral metagenome	male	95% ethanol	CDC PE	447426	Knight sample set for testing	14719	76203
90990.12201.oral.throat.D.1.1.microbiome2.C	12201.oral.throat.D.1.1.microbiome2.C	oral.throat.D.1.1.microbiome2.C	109	4.340742412	13.78524645	oral_throat_D_1_1_microbiome2_C	369	4.163973721	67.74352796	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.396	TRUE	15.733	0.9516	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H10	H	10	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat D	human.D	oral.throat.D.1	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	22048	80865
90990.12201.oral.throat.D.2.1.microbiome2.C	12201.oral.throat.D.2.1.microbiome2.C	oral.throat.D.2.1.microbiome2.C	75	3.245209603	10.23521732	oral_throat_D_2_1_microbiome2_C	NA	NA	NA	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	1.786	TRUE	29.852	1.5106	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A11	A	11	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat D	human.D	oral.throat.D.2	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	11122	24794
90990.12201.oral.throat.D.3.1.microbiome20.C	12201.oral.throat.D.3.1.microbiome20.C	oral.throat.D.3.1.microbiome20.C	76	3.472854806	10.72402667	oral_throat_D_3_1_microbiome20_C	361	2.988029535	63.11020655	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	1.17	TRUE	15.428	2.1666	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H10	H	10	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat D	human.D	oral.throat.D.3	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	17956	74404
90990.12201.oral.throat.D.3.2.microbiome20.C	12201.oral.throat.D.3.2.microbiome20.C	oral.throat.D.3.2.microbiome20.C	77	3.732588783	11.62196914	oral_throat_D_3_2_microbiome20_C	462	4.55563079	78.78917079	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	2.861	TRUE	10.187	2.632	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A11	A	11	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat D	human.D	oral.throat.D.3	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	28691	220405
90990.12201.oral.throat.D.2.2.qiagen.C	12201.oral.throat.D.2.2.qiagen.C	oral.throat.D.2.2.qiagen.C	86	3.109634227	12.23357785	oral_throat_D_2_2_qiagen_C	NA	NA	NA	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.815	TRUE	7.444	0.1812	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	A11	A	11	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat D	human.D	oral.throat.D.2	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	24287	10302
90990.12201.oral.throat.D.1.2.qiagen.C	12201.oral.throat.D.1.2.qiagen.C	oral.throat.D.1.2.qiagen.C	83	4.180667042	11.98228548	oral_throat_D_1_2_qiagen_C	NA	NA	NA	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.126	TRUE	0.737	0.0684	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	H10	H	10	USA:CA:San Diego	33	years	UBERON:mouth	19.8	UBERON:mouth	UBERON:mouth	human	168	cm	adult	Homo sapiens	9606	56	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat D	human.D	oral.throat.D.2	human oral metagenome	female	95% ethanol	CDC PE	447426	Knight sample set for testing	6707	14852
90990.12201.oral.throat.eluent.O.2.qiagen.C	12201.oral.throat.eluent.O.2.qiagen.C	oral.throat.eluent.O.2.qiagen.C	93	4.62834505	11.42559951	oral_throat_eluent_O_2_qiagen_C	NA	NA	NA	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.068	TRUE	0.148	0.049	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	E11	E	11	USA:CA:San Diego	not collected	not collected	UBERON:mouth	not collected	UBERON:mouth	UBERON:mouth	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat O	human.O	oral.throat.eluent.O.2	human oral metagenome	male	95% ethanol	eluent from CDC PE swab	447426	Knight sample set for testing	5810	1881
90990.12201.oral.throat.eluent.O.1.microbiome2.C	12201.oral.throat.eluent.O.1.microbiome2.C	oral.throat.eluent.O.1.microbiome2.C	NA	NA	NA	oral_throat_eluent_O_1_microbiome2_C	NA	NA	NA	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.042	TRUE	0.189	0.0988	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E11	E	11	USA:CA:San Diego	not collected	not collected	UBERON:mouth	not collected	UBERON:mouth	UBERON:mouth	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat O	human.O	oral.throat.eluent.O.1	human oral metagenome	male	95% ethanol	eluent from CDC PE swab	447426	Knight sample set for testing	2577	6428
90990.12201.oral.throat.eluent.P.1.microbiome2.C	12201.oral.throat.eluent.P.1.microbiome2.C	oral.throat.eluent.P.1.microbiome2.C	86	3.753918654	11.93094761	oral_throat_eluent_P_1_microbiome2_C	372	4.939742881	66.87520029	2 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.012	TRUE	0.335	0.1232	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G11	G	11	USA:CA:San Diego	not collected	not collected	UBERON:mouth	not collected	UBERON:mouth	UBERON:mouth	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human throat	human throat P	human.P	oral.throat.eluent.P.1	human oral metagenome	female	95% ethanol	eluent from CDC PE swab	447426	Knight sample set for testing	5066	58211
90990.12201.oral.throat.eluent.P.2.qiagen.C	12201.oral.throat.eluent.P.2.qiagen.C	oral.throat.eluent.P.2.qiagen.C	84	3.172044917	11.48679927	oral_throat_eluent_P_2_qiagen_C	NA	NA	NA	20 min. at 30 Hz	COVID-19	high	High biomass	Medium biomass	5/13/20	NA	not collected	0.072	TRUE	0.096	0.0884	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	G11	G	11	USA:CA:San Diego	not collected	not collected	UBERON:mouth	not collected	UBERON:mouth	UBERON:mouth	human	not collected	not collected	adult	Homo sapiens	9606	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human throat	human throat P	human.P	oral.throat.eluent.P.2	human oral metagenome	female	95% ethanol	eluent from CDC PE swab	447426	Knight sample set for testing	7570	5520
